"SalesDate"|"StoreName"|"ProductName"|"SalesUnits"|"SalesRevenue"
20221108|Store4|Apple MacBook Air|1|1574.3500
20221111|Store4|Apple MacBook Air|2|3148.7000
20221115|Store4|Apple MacBook Air|3|4723.0500
20221117|Store4|Apple MacBook Air|1|1574.3500
20221120|Store4|Apple MacBook Air|1|1574.3500
20221121|Store4|Apple MacBook Air|1|1574.3500
20221125|Store4|Apple MacBook Air|1|1574.3500
20221126|Store4|Apple MacBook Air|1|1574.3500
20221107|Store4|Samsung Galaxy Tab S|1|674.0691
20221123|Store5|Samsung Galaxy Tab S|1|674.0955
20221124|Store5|Samsung Galaxy Tab S|-1|-674.0955
20221117|Store2|Samsung Galaxy Tab S|1|674.0955
20221111|Store5|Samsung Galaxy Tab S|1|674.0955
20221126|Store2|Samsung Galaxy Tab S|1|809.1055
20221123|Store5|Samsung Galaxy Tab S|1|809.1055
20221117|Store3|Samsung Galaxy Tab S|1|809.1055
20221120|Store3|Samsung Galaxy Tab S|1|809.1055
20221123|Store4|Samsung Galaxy Tab S|1|809.1055
20221128|Store4|Samsung Galaxy Tab S|1|809.1055
20221105|Store3|Samsung Galaxy Tab S|1|809.1055
20221106|Store3|Samsung Galaxy Tab S|1|809.1055
20221127|Store3|Samsung Galaxy Tab S|1|809.1055
20221101|Store4|Samsung Galaxy Tab S|1|809.1055
20221118|Store3|Samsung Galaxy Tab S|1|809.1055
20221128|Store1|Samsung Galaxy Tab S|1|989.1035
20221112|Store2|Samsung Galaxy Tab S|1|584.0965
20221119|Store2|Samsung Galaxy Tab S|1|584.0965
20221120|Store3|Samsung Galaxy Tab S|1|584.0965
20221126|Store3|Samsung Galaxy Tab S|1|584.0965
20221118|Store1|Samsung Galaxy Tab S|1|584.0965
20221126|Store1|Samsung Galaxy Tab S|2|1168.1930
20221127|Store1|Samsung Galaxy Tab S|1|584.0965
20221125|Store2|Samsung Galaxy Tab S|1|584.0965
20221128|Store2|Samsung Galaxy Tab S|1|584.0965
20221113|Store5|Samsung Galaxy Tab S|1|584.0965
20221126|Store4|Samsung Galaxy Tab S|1|584.0965
20221127|Store6|Samsung Galaxy Tab S|1|584.0965
20221126|Store1|Samsung Galaxy Tab S|2|1168.1930
20221107|Store3|SAMSUNG Galaxy Tab S|1|1124.1020
20221121|Store6|SAMSUNG Galaxy Tab S|1|1124.1020
20221101|Store3|Apple MacBook Air|1|1574.3500
20221102|Store3|Apple MacBook Air|1|1574.3500
20221105|Store3|Apple MacBook Air|2|3148.7000
20221109|Store3|Apple MacBook Air|1|1574.3500
20221111|Store3|Apple MacBook Air|1|1574.3500
20221117|Store3|Apple MacBook Air|1|1574.3500
20221119|Store3|Apple MacBook Air|1|1574.3500
20221124|Store3|Apple MacBook Air|2|3148.7000
20221125|Store3|Apple MacBook Air|5|7871.7500
20221126|Store3|Apple MacBook Air|2|3148.7000
20221127|Store3|Apple MacBook Air|2|3148.7000
20221128|Store3|Apple MacBook Air|2|3148.7000
20221102|Store6|Apple MacBook Air|1|1574.3500
20221105|Store6|Apple MacBook Air|1|1574.3500
20221107|Store6|Apple MacBook Air|-1|-1574.3500
20221109|Store6|Apple MacBook Air|2|3148.7000
20221111|Store6|Apple MacBook Air|2|3148.7000
20221113|Store6|Apple MacBook Air|1|1574.3500
20221114|Store6|Apple MacBook Air|1|1574.3500
20221116|Store6|Apple MacBook Air|1|1574.3500
20221127|Store6|Apple MacBook Air|1|1574.3500
20221101|Store1|Apple MacBook Air|2|3148.7000
20221102|Store1|Apple MacBook Air|1|1574.3500
20221103|Store1|Apple MacBook Air|2|3148.7000
20221108|Store1|Apple MacBook Air|1|1574.3500
20221110|Store1|Apple MacBook Air|3|4723.0500
20221111|Store1|Apple MacBook Air|1|1574.3500
20221117|Store1|Apple MacBook Air|-1|-1574.3500
20221120|Store1|Apple MacBook Air|1|1574.3500
20221123|Store1|Apple MacBook Air|1|1574.3500
20221124|Store1|Apple MacBook Air|2|3148.7000
20221125|Store1|Apple MacBook Air|2|3148.7000
20221126|Store1|Apple MacBook Air|5|7871.7500
20221129|Store1|Apple MacBook Air|1|1574.3500
20221106|Store7|Apple MacBook Air|2|3148.7000
20221120|Store7|Apple MacBook Air|1|1574.3500
20221125|Store7|Apple MacBook Air|1|1574.3500
20221125|Store5|Apple MacBook Air|4|6297.4000
20221126|Store5|Apple MacBook Air|1|1574.3500
20221127|Store5|Apple MacBook Air|1|1574.3500
20221130|Store5|Apple MacBook Air|-1|-1574.3500
20221103|Store4|Apple MacBook Air|1|1574.3500
20221123|Store4|Apple MacBook Air|1|1574.3500
20221125|Store4|Apple MacBook Air|1|1574.3500
20221103|Store1|Apple MacBook Air|1|1574.3500
20221117|Store1|Apple MacBook Air|2|3148.7000
20221119|Store1|Apple MacBook Air|1|1574.3500
20221125|Store1|Apple MacBook Air|1|1574.3500
20221127|Store1|Apple MacBook Air|-1|-1574.3500
20221128|Store1|Apple MacBook Air|1|1574.3500
20221123|Store2|Apple MacBook Air|2|3148.7000
20221125|Store2|Apple MacBook Air|1|1574.3500
20221127|Store2|Apple MacBook Air|2|3148.7000
20221128|Store2|Apple MacBook Air|2|3148.7000
20221126|Store5|Apple MacBook Air|1|1574.3500
20221129|Store5|Apple MacBook Air|1|1574.3500
20221118|Store3|Apple MacBook Air|2|3148.7000
20221125|Store6|Apple MacBook Air|1|1574.3500
20221104|Store7|Apple MacBook Air|1|1574.3500
20221114|Store7|Apple MacBook Air|1|1574.3500
20221124|Store7|Apple MacBook Air|1|1574.3500
20221107|Store2|Apple MacBook Air|1|1574.3500
20221118|Store2|Apple MacBook Air|1|1574.3500
20221119|Store2|Apple MacBook Air|3|4723.0500
20221120|Store2|Apple MacBook Air|1|1574.3500
20221125|Store2|Apple MacBook Air|4|6297.4000
20221126|Store2|Apple MacBook Air|3|4723.0500
20221127|Store2|Apple MacBook Air|2|3148.7000
20221129|Store2|Apple MacBook Air|1|1574.3500
20221104|Store5|Apple MacBook Air|2|3148.7000
20221109|Store5|Apple MacBook Air|1|1574.3500
20221111|Store5|Apple MacBook Air|1|1574.3500
20221113|Store5|Apple MacBook Air|2|3148.7000
20221125|Store5|Apple MacBook Air|1|1574.3500
20221128|Store5|Apple MacBook Air|1|1574.3500
20221104|Store1|SAMSUNG Galaxy Tab S|1|1124.1020
20221121|Store1|SAMSUNG Galaxy Tab S|1|1124.1020
20221125|Store1|SAMSUNG Galaxy Tab S|2|2248.2040
20221128|Store1|SAMSUNG Galaxy Tab S|1|1124.1020
20221107|Store2|Samsung Galaxy Tab S|1|1259.1005
20221109|Store2|Samsung Galaxy Tab S|1|1259.1005
20221123|Store4|Samsung Galaxy Tab S|1|1259.1005
20221118|Store1|Samsung Galaxy Tab S|2|2518.2010
20221101|Store5|Samsung Galaxy Tab S|1|1124.1020
20221110|Store5|Samsung Galaxy Tab S|1|1124.1020
20221109|Store4|Samsung Galaxy Tab S|1|1124.1020
20221115|Store3|Samsung Galaxy Tab S|1|1124.1020
20221118|Store1|Samsung Galaxy Tab S|1|1124.1020
20221123|Store1|Samsung Galaxy Tab S|1|1124.1020
20221115|Store6|Samsung Galaxy Tab S|1|1754.0950
20221128|Store6|Samsung Galaxy Tab S|1|1754.0950
20221125|Store1|Samsung Galaxy Tab S|1|1754.0950
20221125|Store3|Samsung Galaxy Tab S|1|1934.1045
20221125|Store6|Samsung Galaxy Tab S|1|1934.1045
20221130|Store6|Samsung Galaxy Tab S|1|1934.1045
20221112|Store2|Apple MacBook Pro|1|3868.6000
20221129|Store5|Apple MacBook Pro|1|3868.6000
20221109|Store3|Apple MacBook Pro|1|3868.6000
20221117|Store3|Apple MacBook Pro|1|3868.6000
20221123|Store1|Apple MacBook Pro|1|3868.6000
20221128|Store3|Apple MacBook Pro|1|4183.7000
20221124|Store1|Apple MacBook Pro|1|4183.7000
20221125|Store1|Apple MacBook Pro|1|4183.7000
20221108|Store5|Apple iPad 9|1|560.9799
20221109|Store5|Apple iPad 9|1|562.2795
20221110|Store5|Apple iPad 9|2|1127.9200
20221113|Store5|Apple iPad 9|1|565.7451
20221114|Store5|Apple iPad 9|1|572.0963
20221116|Store5|Apple iPad 9|1|573.6994
20221120|Store5|Apple iPad 9|1|581.5825
20221122|Store5|Apple iPad 9|1|585.1824
20221124|Store5|Apple iPad 9|2|1170.3649
20221125|Store5|Apple iPad 9|5|2926.8219
20221126|Store5|Apple iPad 9|3|1756.0931
20221127|Store5|Apple iPad 9|5|2926.8219
20221128|Store5|Apple iPad 9|2|1170.7288
20221129|Store5|Apple iPad 9|1|585.3644
20221103|Store6|Apple iPad 9|1|551.2310
20221105|Store6|Apple iPad 9|2|1110.8142
20221111|Store6|Apple iPad 9|1|563.9600
20221112|Store6|Apple iPad 9|3|1697.2354
20221114|Store6|Apple iPad 9|2|1140.4373
20221115|Store6|Apple iPad 9|2|1145.0819
20221116|Store6|Apple iPad 9|1|573.6994
20221117|Store6|Apple iPad 9|1|577.0624
20221118|Store6|Apple iPad 9|1|580.4390
